YEAR,DISTRICT,TRAFFIC_AREAS,STREET_NO,TIME_SHARING,AREA,S_ROADSIDE_SHELF,S_ROADSIDE_PARKING,S_OUTSIDE,S_BUILDING,D_LEGAL_SHELF,D_LEGAL_PARKING,D_LEGAL_OTHER,D_ILLEGAL,D_OUTSIDE,D_BUILDING
111,13,001,031,13,13001031,0,0,0,0,0,0,0,0,0,0
111,13,001,031,17,13001031,0,0,0,0,0,0,0,0,0,0
111,13,001,031,18,13001031,0,0,0,0,0,0,0,0,0,0
111,13,001,031,19,13001031,0,0,0,0,0,0,0,0,0,0
111,13,001,031,20,13001031,0,0,0,0,0,0,0,0,0,0
111,13,001,031,21,13001031,0,0,0,0,0,0,0,0,0,0
111,13,001,032,09,13001032,0,0,0,0,0,0,0,0,0,0
111,13,001,032,10,13001032,0,0,0,0,0,0,0,0,0,0
111,13,001,032,11,13001032,0,0,0,0,0,0,0,0,0,0
111,13,001,032,12,13001032,0,0,0,0,0,0,0,0,0,0
111,13,001,032,13,13001032,0,0,0,0,0,0,0,0,0,0
111,13,001,032,17,13001032,0,0,0,0,0,0,0,0,0,0
111,13,001,032,18,13001032,0,0,0,0,0,0,0,0,0,0
111,13,001,032,19,13001032,0,0,0,0,0,0,0,0,0,0
111,13,001,032,20,13001032,0,0,0,0,0,0,0,0,0,0
111,13,001,032,21,13001032,0,0,0,0,0,0,0,0,0,0
111,13,001,033,09,13001033,0,2,0,0,0,0,0,0,0,0
111,13,001,033,10,13001033,0,2,0,0,0,0,0,0,0,0
111,13,001,033,11,13001033,0,2,0,0,0,0,0,0,0,0
111,13,001,033,12,13001033,0,2,0,0,0,0,0,0,0,0
111,13,001,033,13,13001033,0,2,0,0,0,0,0,0,0,0
111,13,001,033,17,13001033,0,2,0,0,0,0,0,0,0,0
111,13,001,033,18,13001033,0,2,0,0,0,0,0,0,0,0
111,13,001,033,19,13001033,0,2,0,0,0,0,0,0,0,0
111,13,001,033,20,13001033,0,2,0,0,0,0,0,0,0,0
111,13,001,033,21,13001033,0,2,0,0,0,0,0,0,0,0
111,13,001,034,09,13001034,0,3,0,0,0,0,0,0,0,0
111,13,001,034,10,13001034,0,3,0,0,0,0,0,0,0,0
111,13,001,034,11,13001034,0,3,0,0,0,0,0,0,0,0
111,13,001,034,12,13001034,0,3,0,0,0,0,0,0,0,0
111,13,001,034,13,13001034,0,3,0,0,0,0,0,0,0,0
111,13,001,034,17,13001034,0,3,0,0,0,0,0,0,0,0
111,13,001,034,18,13001034,0,3,0,0,0,0,0,0,0,0
111,13,001,034,19,13001034,0,3,0,0,0,0,0,0,0,0
111,13,001,034,20,13001034,0,3,0,0,0,0,0,0,0,0
111,13,001,034,21,13001034,0,3,0,0,0,0,0,0,0,0
111,13,001,035,09,13001035,0,0,0,0,0,0,0,0,0,0
111,13,001,035,10,13001035,0,0,0,0,0,0,0,0,0,0
111,13,001,035,11,13001035,0,0,0,0,0,0,0,0,0,0
111,13,001,035,12,13001035,0,0,0,0,0,0,0,0,0,0
111,13,001,035,13,13001035,0,0,0,0,0,0,0,0,0,0
111,13,001,035,17,13001035,0,0,0,0,0,0,0,0,0,0
111,13,001,035,18,13001035,0,0,0,0,0,0,0,0,0,0
111,13,001,035,19,13001035,0,0,0,0,0,0,0,0,0,0
111,13,001,035,20,13001035,0,0,0,0,0,0,0,0,0,0
111,13,001,035,21,13001035,0,0,0,0,0,0,0,0,0,0
111,13,001,036,09,13001036,0,0,0,0,0,0,0,0,0,0
111,13,001,036,10,13001036,0,0,0,0,0,0,0,0,0,0
111,13,001,036,11,13001036,0,0,0,0,0,0,0,0,0,0
111,13,001,036,12,13001036,0,0,0,0,0,0,0,0,0,0
111,13,001,036,13,13001036,0,0,0,0,0,0,0,0,0,0
111,13,001,036,17,13001036,0,0,0,0,0,0,0,0,0,0
111,13,001,036,18,13001036,0,0,0,0,0,0,0,0,0,0
111,13,001,036,19,13001036,0,0,0,0,0,0,0,0,0,0
111,13,001,036,20,13001036,0,0,0,0,0,0,0,0,0,0
111,13,001,036,21,13001036,0,0,0,0,0,0,0,0,0,0
111,13,001,037,09,13001037,0,0,0,0,0,0,0,0,0,0
111,13,001,037,10,13001037,0,0,0,0,0,0,0,0,0,0
111,13,001,037,11,13001037,0,0,0,0,0,0,0,0,0,0
111,13,001,037,12,13001037,0,0,0,0,0,0,0,0,0,0
111,13,001,037,13,13001037,0,0,0,0,0,0,0,0,0,0
111,13,001,037,17,13001037,0,0,0,0,0,0,0,0,0,0
111,13,001,037,18,13001037,0,0,0,0,0,0,0,0,0,0
111,13,001,037,19,13001037,0,0,0,0,0,0,0,0,0,0
111,13,001,037,20,13001037,0,0,0,0,0,0,0,0,0,0
111,13,001,037,21,13001037,0,0,0,0,0,0,0,0,0,0
111,13,001,038,09,13001038,0,0,0,0,0,0,0,0,0,0
111,13,001,038,10,13001038,0,0,0,0,0,0,0,0,0,0
111,13,001,038,11,13001038,0,0,0,0,0,0,0,0,0,0
111,13,001,038,12,13001038,0,0,0,0,0,0,0,0,0,0
111,13,001,038,13,13001038,0,0,0,0,0,0,0,0,0,0
111,13,001,038,17,13001038,0,0,0,0,0,0,0,0,0,0
111,13,001,038,18,13001038,0,0,0,0,0,0,0,0,0,0
111,13,001,038,19,13001038,0,0,0,0,0,0,0,0,0,0
111,13,001,038,20,13001038,0,0,0,0,0,0,0,0,0,0
111,13,001,038,21,13001038,0,0,0,0,0,0,0,0,0,0
111,13,001,039,09,13001039,0,0,0,0,0,0,0,0,0,0
111,13,001,039,10,13001039,0,0,0,0,0,0,0,0,0,0
111,13,001,039,11,13001039,0,0,0,0,0,0,0,0,0,0
111,13,001,039,12,13001039,0,0,0,0,0,0,0,0,0,0
111,13,001,039,13,13001039,0,0,0,0,0,0,0,0,0,0
111,13,001,039,17,13001039,0,0,0,0,0,0,0,0,0,0
